Cidade;Escola;Questao;Resposta;Respondente;AnoDaAvaliacao
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Colegiado Escolar ou Conselho Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Colegiado Escolar ou Conselho Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Essa unidade escolar possui extensão;Não;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Essa unidade escolar possui extensão;Não;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Estudante Público da Educação Especial;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Estudante Público da Educação Especial;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Grêmio Estudantil;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Grêmio Estudantil;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Laboratório(s) Científico(s);Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Laboratório(s) Científico(s);Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Laboratório(s) para prática da Educação Profissional;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Laboratório(s) para prática da Educação Profissional;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Livro de incineração;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Livro de incineração;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Livro tombo;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Livro tombo;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Missão;;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Missão;"Propiciar a aquisição de aptidões pelo educando para que ele se torne capaz de continuar aprendendo e de adaptar-se às novas necessidades que surgirem;\n\n·         Possibilitar o aprofundamento e consolidação dos conhecimentos adquiridos em cada série;\n\n·         Proporcionar ao educando a compreensão dos fundamentos científico-tecnológicos dos processos produtivos, relacionando à teoria com a prática no ensino de cada componente curricular.";Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Plano de Desenvolvimento da Escola;;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Plano de Desenvolvimento da Escola;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores com Formação Superior que atuam em sala de aula;55;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores com Formação Superior que atuam em sala de aula;61;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores convocados que atuam em sala de aula;38;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores convocados que atuam em sala de aula;8;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores efetivos que atuam em sala de aula;23;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores efetivos que atuam em sala de aula;47;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores efetivos readaptados;5;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores efetivos readaptados;6;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores habilitados para a área que atuam;55;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores habilitados para a área que atuam;61;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;1;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores não habilitados para a área que atuam;0;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores não habilitados para a área que atuam;0;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores sem Formação Superior que atuam em sala de aula;0;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Professores sem Formação Superior que atuam em sala de aula;55;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Quadra de Esportes;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Quadra de Esportes;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Quantas extensões;0;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Quantas extensões;0;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Quantos estudantes da escola utilizam o transporte escolar público;0;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Quantos estudantes da escola utilizam o transporte escolar público;0;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Quantos estudantes estão matriculados na(s) extensão(ões);0;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Quantos estudantes estão matriculados na(s) extensão(ões);0;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Referencial Curricular;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Referencial Curricular;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Regimento Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Regimento Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Relatório de Avaliação Institucional Interna;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Sala da Coordenação Pedagógica;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Sala da Direção;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Sala da Direção;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Sala de Professores;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Sala de Professores;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Sala de Recurso Multifuncional;Não;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Sala de Recurso Multifuncional;Não;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Sala de Tecnologia/Informática;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Secretaria Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Secretaria Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Valores;;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Valores;Proporcionar a formação da autonomia humana no sentido que estabeleça um senso crítico e moral, voltados aos anseios da sociedade e do esforço sociocultural, que atenda às necessidades coletivas e individuais do público que a ela atende.\n\nFormar homens com aptidões e atitudes para colocar-se a serviço do bem comum, possuir espírito solidário, sentir gosto pelo saber e dispor-se a se conhecer, a desenvolver sua capacidade afetiva e a possuir visão inovadora.\n\nFormar ainda cidadãos unidos e capazes de atuar na sociedade que sejam conscientes de seus direitos e também das suas ações, pois os educandos formados na nossa escola destacam-se na comunidade, uma vez que procuram demonstrar em cada ato os conceitos formados e adquiridos nesta instituição escolar.;Diretores;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Visão;;Avaliadores externos;2018
CAMPO GRANDE;EE ARLINDO DE ANDRADE GOMES;Visão;A educação é o processo para o desenvolvimento humano integral, instrumento gerador das transformações sociais, base para a aquisição da autonomia, fonte de visão prospectiva, fator de progresso econômico, político e social. E também elemento de integração e conquista do sentimento e da consciência de cidadania.\n\nA educação tem por finalidade formar cidadãos capazes de compreender e intervir na realidade, visando ao bem-estar do homem, no plano pessoal e coletivo, mediante o desenvolvimento da criatividade, do espírito crítico, da capacidade para análise, do autoconhecimento, da socialização, da autonomia e da responsabilidade.\n\nA educação tem por objetivo formar um homem com aptidões e atitudes para colocar-se a serviço do bem comum, possuir espírito solidário, sentir gosto pelo saber e dispor-se a se conhecer, a desenvolver sua capacidade afetiva e a possuir visão inovadora.;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;A escola é atendida com o transporte escolar do Programa Nacional de Apoio ao Transporte Escolar-PNATE;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;A escola possui elevadores ou plataformas elevatórias;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;A escola possui elevadores ou plataformas elevatórias;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;A escola realiza Chamada Pública para aquisição de produtos alimentícios por meio da Agricultura Familiar;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;APM;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;APM;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;As cópias dos Atos Oficiais que atestam o credenciamento da escola e a autorização de funcionamento das etapas oferecidas estão afixadas em local visível e acessível ao público;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;As matrículas dos estudantes estão deferidas pela direção;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;As matrículas dos estudantes estão deferidas pela direção;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Biblioteca;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Biblioteca;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Calendário Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Calendário Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Caso haja outras informações importantes descreva abaixo;Nada a declarar;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Colegiado Escolar ou Conselho Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Colegiado Escolar ou Conselho Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Documentação comprobatória da realização da Avaliação Institucional Interna;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Educação em Tempo Integral - Escola da Autoria - Ensino Fundamental;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Educação em Tempo Integral - Escola da Autoria - Ensino Médio;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Ensino Médio Inovador/ Integral Integrado;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Ensino Médio Inovador/ Integral Integrado;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Ensino Médio Inovador/Carga horária ampliada para 6º Tempo;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Essa unidade escolar possui extensão;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Essa unidade escolar possui extensão;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Estudante Público da Educação Especial;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Estudante Público da Educação Especial;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Grêmio Estudantil;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Grêmio Estudantil;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Laboratório(s) Científico(s);Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Laboratório(s) Científico(s);Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Laboratório(s) para prática da Educação Profissional;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Laboratório(s) para prática da Educação Profissional;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Livro de incineração;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Livro de incineração;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Livro tombo;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Livro tombo;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Mais Educação/Ensino em Tempo Integral - EF;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Mais Educação/Ensino em Tempo Integral - EF;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Missão;;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Missão;Formar pessoas capazes de ampliar o seu compromisso social optando por paradigmas igualitários através da ética do saber agir e do saber ser, como direito fundamental do ser humano, favorecendo o desenvolvimento integral dos educandos, propiciando ainda condições para tornarem-se sujeitos de sua própria história e agentes de transformação da sociedade, participantes da obra do bem comum numa visão humana e cristã vivenciando e respeitando valores universais.;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Organização do arquivo escolar (com a verificação, aleatória, das pastas dos diversos segmentos da escola);Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Plano de Desenvolvimento da Escola;;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Plano de Desenvolvimento da Escola;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores com Formação Superior que atuam em sala de aula;22;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores com Formação Superior que atuam em sala de aula;22;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores convocados que atuam em sala de aula;9;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores convocados que atuam em sala de aula;9;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores efetivos que atuam em sala de aula;13;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores efetivos que atuam em sala de aula;13;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores efetivos readaptados;3;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores efetivos readaptados;3;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores habilitados para a área que atuam;22;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores habilitados para a área que atuam;22;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores habilitados para a área que atuam e complementam carga horária fora da área de habilitação;0;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores não habilitados para a área que atuam;0;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores não habilitados para a área que atuam;0;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores sem Formação Superior que atuam em sala de aula;0;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Professores sem Formação Superior que atuam em sala de aula;0;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Projeto AJA - Avanço do Jovem na Aprendizagem;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Projeto Aprendizagem por Autoria - Ensino Fundamental;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Projeto Político-Pedagógico / Proposta Pedagógica;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Quadra de Esportes;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Quadra de Esportes;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Quantas extensões;0;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Quantas extensões;0;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Quantos estudantes da escola utilizam o transporte escolar público;0;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Quantos estudantes da escola utilizam o transporte escolar público;0;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Quantos estudantes estão matriculados na(s) extensão(ões);0;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Quantos estudantes estão matriculados na(s) extensão(ões);0;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Referencial Curricular;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Referencial Curricular;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Regimento Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Regimento Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Registros do aproveitamento dos dados coletados na Avaliação Institucional Interna para melhoria dos trabalhos desenvolvidos por todos os segmentos da escola;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Relatório de Avaliação Institucional Interna;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Relatório de Avaliação Institucional Interna;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Sala da Coordenação Pedagógica;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Sala da Coordenação Pedagógica;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Sala da Direção;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Sala da Direção;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Sala de Professores;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Sala de Professores;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Sala de Recurso Multifuncional;Não;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Sala de Recurso Multifuncional;Não;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Sala de Tecnologia/Informática;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Sala de Tecnologia/Informática;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Secretaria Escolar;Sim;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Secretaria Escolar;Sim;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Valores;;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Valores;Desenvolvimento da autonomia e da solidariedade, ou seja, as condições para uma aprendizagem significativa, crítica e duradoura, marcada pela participação, respeito, responsabilidade, construção do conhecimento e pela formação do caráter e da cidadania.;Diretores;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Visão;;Avaliadores externos;2018
CAMPO GRANDE;EE CORAÇÃO DE MARIA;Visão;Preparar para a vida, por meio de uma formação humana e cristã, norteada pelo sistema preventivo de Dom Bosco, agentes de transformação que integrados a comunidade, participe da construção de uma sociedade mais justa e fraterna.;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Avaliadores externos;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Carta Convite;Não;Diretores;2018
CAMPO GRANDE;EE DOLOR FERREIRA DE ANDRADE;A aquisição dos gêneros alimentícios utilizados na preparação da alimentação escolar é feita por Pregão;Sim;Avaliadores externos;2018
