Cidade;Escola;Dimensao;NotaDaDimensao;Area;NotaDaArea;Topico;NotaDoTopico;AnoDaAvaliacao
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão Pedagógica;8.34704;Modalidades Atendidas Pela Escola;8.67610;Educação Profissional;8.66429;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão Pedagógica;8.34704;Avaliação;8.38487;Avaliação da Aprendizagem;8.97760;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão Pedagógica;8.34704;Avaliação;8.38487;Avaliação de Desempenho / SAEMS;7.91000;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão Pedagógica;8.34704;Avaliação;8.38487;Avaliação de Desempenho / Prova Brasil;8.47400;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão Pedagógica;8.34704;Índice de Educação;8.15551;Índice de Desenvolvimento da Educação Básica/IDEB;8.15551;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Sala da Direção;7.35958;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Sala da Coordenação Pedagógica;7.22957;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Sala dos Professores;6.91740;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Secretaria Escolar;7.36301;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Salas de Aula;7.99565;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Área Externa da Escola;8.42875;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Banheiros;8.16667;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Biblioteca;7.30180;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Sala de Tecnologias (STE);7.43000;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Laboratório (s) Científico (s);5.11500;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Laboratório (s) para prática de Educação Profissional;4.20500;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Segurança;7.97000;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Acessibilidade;5.99333;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Alimentação Escolar/Cozinha/Depósito;7.43600;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.18790;Instalações e Condições de Funcionamento;7.18790;Quadra de Esportes;8.74000;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Interação e Ambiente Escolar;7.92066;Interação;7.59333;Relacionamento Interpessoal;7.59333;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Interação e Ambiente Escolar;7.92066;Ambiente Escolar;7.93381;Comunicação e Integração com a Escola;8.09143;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Interação e Ambiente Escolar;7.92066;Ambiente Escolar;7.93381;Zelo ao Patrimônio;7.62250;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Interação e Ambiente Escolar;7.92066;Ambiente Escolar;7.93381;Compromisso com a Escola;7.61333;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Interação e Ambiente Escolar;7.92066;Grau de Satisfação;8.11148;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos na unidade escolar;8.19529;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Interação e Ambiente Escolar;7.92066;Grau de Satisfação;8.11148;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos pelos professores na unidade escolar;8.26263;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Interação e Ambiente Escolar;7.92066;Grau de Satisfação;8.11148;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos com os estudantes na unidade escolar;8.11785;2018
AQUIDAUANA;EE CEL. JOSÉ ALVES RIBEIRO;Gestão de Interação e Ambiente Escolar;7.92066;Grau de Satisfação;8.11148;Numa escala de 0 a 10, qual o grau de satisfação dos pais ou responsáveis em relação aos trabalhos desenvolvidos na unidade escolar;7.75904;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Administrativa;7.97172;Avaliação Normativa;8.85308;Gestão Escolar;9.11174;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Administrativa;7.97172;Avaliação Normativa;8.85308;Uso das Ferramentas da Gestão Escolar;8.48125;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Administrativa;7.97172;Administração Escolar;6.59680;Investimentos e Gestão de Recursos Humanos;7.50250;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Administrativa;7.97172;Administração Escolar;6.59680;Prestação de Contas;8.92750;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Administrativa;7.97172;Administração Escolar;6.59680;Transporte Escolar;4.35333;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Pedagógica;7.77492;Instrumentos Pedagógicos;7.56053;Referencial Curricular;8.61215;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Pedagógica;7.77492;Instrumentos Pedagógicos;7.56053;Projeto Político-Pedagógico / Proposta Pedagógica;7.28398;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Pedagógica;7.77492;Instrumentos Pedagógicos;7.56053;Planejamento;9.16448;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Pedagógica;7.77492;Instrumentos Pedagógicos;7.56053;Práticas Pedagógicas;8.07846;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Pedagógica;7.77492;Instrumentos Pedagógicos;7.56053;Recursos Pedagógicos;8.60324;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Pedagógica;7.77492;Instrumentos Pedagógicos;7.56053;Recursos Tecnológicos e Midiáticos;4.00060;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Pedagógica;7.77492;Modalidades Atendidas Pela Escola;9.44500;Educação Escolar Indígena;9.44500;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Pedagógica;7.77492;Avaliação;8.12819;Avaliação da Aprendizagem;9.46467;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão Pedagógica;7.77492;Avaliação;8.12819;Avaliação de Desempenho / SAEMS;7.24250;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Sala da Direção;9.20080;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Sala dos Professores;8.76014;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Secretaria Escolar;9.35515;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Salas de Aula;9.40562;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Área Externa da Escola;9.21625;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Banheiros;9.36333;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Biblioteca;8.28264;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Sala de Tecnologias (STE);5.34400;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Segurança;9.20333;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Acessibilidade;5.80333;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Infraestrutura e Condições de Funcionamento da Escola;8.23184;Instalações e Condições de Funcionamento;8.23184;Alimentação Escolar/Cozinha/Depósito;8.62673;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Interação e Ambiente Escolar;8.43819;Interação;8.94000;Relacionamento Interpessoal;8.94000;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Interação e Ambiente Escolar;8.43819;Ambiente Escolar;8.20476;Comunicação e Integração com a Escola;8.41000;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Interação e Ambiente Escolar;8.43819;Ambiente Escolar;8.20476;Zelo ao Patrimônio;7.52750;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Interação e Ambiente Escolar;8.43819;Ambiente Escolar;8.20476;Compromisso com a Escola;8.15000;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Interação e Ambiente Escolar;8.43819;Grau de Satisfação;9.33351;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos na unidade escolar;9.42857;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Interação e Ambiente Escolar;8.43819;Grau de Satisfação;9.33351;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos pelos professores na unidade escolar;9.41270;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Interação e Ambiente Escolar;8.43819;Grau de Satisfação;9.33351;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos com os estudantes na unidade escolar;9.33333;2018
AQUIDAUANA;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;Gestão de Interação e Ambiente Escolar;8.43819;Grau de Satisfação;9.33351;Numa escala de 0 a 10, qual o grau de satisfação dos pais ou responsáveis em relação aos trabalhos desenvolvidos na unidade escolar;9.12000;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Administrativa;8.98092;Avaliação Normativa;9.18686;Gestão Escolar;9.16797;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Administrativa;8.98092;Avaliação Normativa;9.18686;Uso das Ferramentas da Gestão Escolar;9.21373;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Administrativa;8.98092;Administração Escolar;8.66450;Investimentos e Gestão de Recursos Humanos;8.96000;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Administrativa;8.98092;Administração Escolar;8.66450;Prestação de Contas;8.92424;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Administrativa;8.98092;Administração Escolar;8.66450;Transporte Escolar;8.16667;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Pedagógica;8.56242;Instrumentos Pedagógicos;8.21400;Referencial Curricular;8.52971;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Pedagógica;8.56242;Instrumentos Pedagógicos;8.21400;Projeto Político-Pedagógico / Proposta Pedagógica;8.06588;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Pedagógica;8.56242;Instrumentos Pedagógicos;8.21400;Planejamento;8.77622;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Pedagógica;8.56242;Instrumentos Pedagógicos;8.21400;Práticas Pedagógicas;9.02063;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Pedagógica;8.56242;Instrumentos Pedagógicos;8.21400;Recursos Pedagógicos;7.75564;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Pedagógica;8.56242;Instrumentos Pedagógicos;8.21400;Recursos Tecnológicos e Midiáticos;7.17227;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Pedagógica;8.56242;Avaliação;9.14619;Avaliação da Aprendizagem;9.09844;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Pedagógica;8.56242;Avaliação;9.14619;Avaliação de Desempenho / SAEMS;9.04750;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Pedagógica;8.56242;Avaliação;9.14619;Avaliação de Desempenho / Prova Brasil;9.24800;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão Pedagógica;8.56242;Índice de Educação;9.28373;Índice de Desenvolvimento da Educação Básica/IDEB;9.28373;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Sala da Coordenação Pedagógica;7.42564;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Sala dos Professores;6.87589;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Secretaria Escolar;7.47085;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Salas de Aula;8.12375;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Área Externa da Escola;8.55500;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Banheiros;7.79333;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Sala de Tecnologias (STE);7.83000;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Segurança;8.41667;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Acessibilidade;5.86444;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Alimentação Escolar/Cozinha/Depósito;8.65127;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.67182;Instalações e Condições de Funcionamento;7.67182;Quadra de Esportes;7.89667;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Interação e Ambiente Escolar;8.34069;Interação;7.92667;Relacionamento Interpessoal;7.92667;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Interação e Ambiente Escolar;8.34069;Ambiente Escolar;8.40762;Comunicação e Integração com a Escola;8.43929;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Interação e Ambiente Escolar;8.34069;Ambiente Escolar;8.40762;Zelo ao Patrimônio;8.10000;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Interação e Ambiente Escolar;8.34069;Ambiente Escolar;8.40762;Compromisso com a Escola;8.67000;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Interação e Ambiente Escolar;8.34069;Grau de Satisfação;8.29468;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos na unidade escolar;8.49576;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Interação e Ambiente Escolar;8.34069;Grau de Satisfação;8.29468;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos pelos professores na unidade escolar;8.45763;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Interação e Ambiente Escolar;8.34069;Grau de Satisfação;8.29468;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos com os estudantes na unidade escolar;8.17797;2018
BATAGUASSU;EE PROFESSOR BRAZ SINIGÁGLIA;Gestão de Interação e Ambiente Escolar;8.34069;Grau de Satisfação;8.29468;Numa escala de 0 a 10, qual o grau de satisfação dos pais ou responsáveis em relação aos trabalhos desenvolvidos na unidade escolar;7.83077;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Administrativa;7.82950;Avaliação Normativa;8.00639;Gestão Escolar;7.89395;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Administrativa;7.82950;Avaliação Normativa;8.00639;Uso das Ferramentas da Gestão Escolar;8.16551;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Administrativa;7.82950;Administração Escolar;7.55995;Investimentos e Gestão de Recursos Humanos;7.83250;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Administrativa;7.82950;Administração Escolar;7.55995;Prestação de Contas;6.79801;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Administrativa;7.82950;Administração Escolar;7.55995;Transporte Escolar;7.48333;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Instrumentos Pedagógicos;7.26883;Referencial Curricular;7.91879;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Instrumentos Pedagógicos;7.26883;Projeto Político-Pedagógico / Proposta Pedagógica;6.46831;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Instrumentos Pedagógicos;7.26883;Planejamento;7.86790;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Instrumentos Pedagógicos;7.26883;Práticas Pedagógicas;7.61972;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Instrumentos Pedagógicos;7.26883;Recursos Pedagógicos;6.96111;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Instrumentos Pedagógicos;7.26883;Recursos Tecnológicos e Midiáticos;6.82911;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Instrumentos Pedagógicos;7.26883;Atendimento Educacional Especializado / AEE;7.61000;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Modalidades Atendidas Pela Escola;7.75049;Educação do Campo;7.42000;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Modalidades Atendidas Pela Escola;7.75049;Educação Profissional;7.89714;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Avaliação;7.20776;Avaliação da Aprendizagem;7.95666;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Avaliação;7.20776;Avaliação de Desempenho / SAEMS;6.63000;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Avaliação;7.20776;Avaliação de Desempenho / Prova Brasil;7.33200;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão Pedagógica;7.26542;Índice de Educação;6.38580;Índice de Desenvolvimento da Educação Básica/IDEB;6.38580;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Sala da Direção;7.62319;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Sala da Coordenação Pedagógica;7.55647;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Sala dos Professores;7.20528;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Secretaria Escolar;7.54393;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Salas de Aula;7.81439;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Área Externa da Escola;8.28250;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Banheiros;7.97167;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Biblioteca;6.75568;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Sala de Tecnologias (STE);7.49600;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Segurança;7.92000;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Acessibilidade;6.56222;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Alimentação Escolar/Cozinha/Depósito;7.37353;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Infraestrutura e Condições de Funcionamento da Escola;7.51920;Instalações e Condições de Funcionamento;7.51920;Quadra de Esportes;8.33333;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Interação e Ambiente Escolar;7.05794;Interação;6.70000;Relacionamento Interpessoal;6.70000;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Interação e Ambiente Escolar;7.05794;Ambiente Escolar;7.07953;Comunicação e Integração com a Escola;7.22429;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Interação e Ambiente Escolar;7.05794;Ambiente Escolar;7.07953;Zelo ao Patrimônio;6.81500;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Interação e Ambiente Escolar;7.05794;Ambiente Escolar;7.07953;Compromisso com a Escola;6.75667;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Interação e Ambiente Escolar;7.05794;Grau de Satisfação;7.22819;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos na unidade escolar;7.17343;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Interação e Ambiente Escolar;7.05794;Grau de Satisfação;7.22819;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos pelos professores na unidade escolar;7.31734;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Interação e Ambiente Escolar;7.05794;Grau de Satisfação;7.22819;Numa escala de 0 a 10, qual o seu grau de satisfação em relação aos trabalhos desenvolvidos com os estudantes na unidade escolar;7.29336;2018
BONITO;EE BONIFÁCIO CAMARGO GOMES;Gestão de Interação e Ambiente Escolar;7.05794;Grau de Satisfação;7.22819;Numa escala de 0 a 10, qual o grau de satisfação dos pais ou responsáveis em relação aos trabalhos desenvolvidos na unidade escolar;7.08309;2018
BRASILÂNDIA;EE ADILSON ALVES DA SILVA;Gestão Administrativa;8.32975;Avaliação Normativa;8.73270;Gestão Escolar;8.70706;2018
